"TIME","GEO","GEO_LABEL","UNIT","UNIT_LABEL","INDIC","INDIC_LABEL","Value"
"2001M12","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","96.00"
"2001M12","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","97.73"
"2001M12","EE","Estonia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","80.78"
"2001M12","EE","Estonia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","83.77"
"2001M12","IE","Ireland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","87.43"
"2001M12","IE","Ireland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.98"
"2001M12","EL","Greece","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","87.12"
"2001M12","EL","Greece","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","89.30"
"2001M12","ES","Spain","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","87.09"
"2001M12","ES","Spain","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","88.29"
"2001M12","FR","France","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.03"
"2001M12","FR","France","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","94.33"
"2001M12","HR","Croatia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.95"
"2001M12","HR","Croatia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.88"
"2001M12","IT","Italy","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","91.30"
"2001M12","IT","Italy","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.86"
"2001M12","CY","Cyprus","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","91.27"
"2001M12","CY","Cyprus","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.76"
"2001M12","LV","Latvia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.80"
"2001M12","LV","Latvia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.61"
"2001M12","LT","Lithuania","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","83.44"
"2001M12","LT","Lithuania","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.75"
"2001M12","LU","Luxembourg","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.16"
"2001M12","LU","Luxembourg","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","89.74"
"2001M12","HU","Hungary","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","82.17"
"2001M12","HU","Hungary","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","83.38"
"2001M12","MT","Malta","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.53"
"2001M12","MT","Malta","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","90.89"
"2001M12","NL","Netherlands","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.25"
"2001M12","NL","Netherlands","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.22"
"2001M12","AT","Austria","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","97.77"
"2001M12","AT","Austria","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","98.97"
"2001M12","PL","Poland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","103.17"
"2001M12","PL","Poland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","105.40"
"2001M12","PT","Portugal","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.88"
"2001M12","PT","Portugal","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","94.74"
"2001M12","RO","Romania","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","83.52"
"2001M12","RO","Romania","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","84.27"
"2001M12","SI","Slovenia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.50"
"2001M12","SI","Slovenia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","95.83"
"2001M12","SK","Slovakia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","59.52"
"2001M12","SK","Slovakia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","60.23"
"2001M12","FI","Finland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.53"
"2001M12","FI","Finland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","99.38"
"2001M12","SE","Sweden","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.90"
"2001M12","SE","Sweden","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","95.15"
"2001M12","UK","United Kingdom","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","125.74"
"2001M12","UK","United Kingdom","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","127.41"
"2001M12","NO","Norway","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.94"
"2001M12","NO","Norway","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","90.84"
"2001M12","CH","Switzerland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","94.16"
"2001M12","CH","Switzerland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","95.30"
"2001M12","TR","Turkey","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","64.46"
"2001M12","TR","Turkey","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","66.23"
"2001M12","US","United States","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","127.13"
"2001M12","US","United States","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","128.61"
"2001M12","JP","Japan","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","103.62"
"2001M12","JP","Japan","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","104.59"
"2001M12","AU","Australia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","65.82"
"2001M12","AU","Australia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","67.12"
"2001M12","BR","Brazil","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","63.70"
"2001M12","BR","Brazil","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","64.91"
"2001M12","CA","Canada","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","69.48"
"2001M12","CA","Canada","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","70.15"
"2001M12","CN","China including Hong Kong","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","97.13"
"2001M12","CN","China including Hong Kong","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.94"
"2001M12","HK","Hong Kong","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","134.20"
"2001M12","HK","Hong Kong","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","137.27"
"2001M12","KR","South Korea","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","101.39"
"2001M12","KR","South Korea","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","103.94"
"2001M12","MX","Mexico","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","122.46"
"2001M12","MX","Mexico","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","123.98"
"2001M12","NZ","New Zealand","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","73.00"
"2001M12","NZ","New Zealand","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","73.54"
"2001M12","RU","Russia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","67.59"
"2001M12","RU","Russia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","67.83"
"2002M01","EA19","Euro area (19 countries)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","85.17"
"2002M01","EA19","Euro area (19 countries)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","88.21"
"2002M01","EU28","European Union (current composition)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","86.83"
"2002M01","EU28","European Union (current composition)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.60"
"2002M01","BE","Belgium","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","91.15"
"2002M01","BE","Belgium","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.11"
"2002M01","BG","Bulgaria","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","74.53"
"2002M01","BG","Bulgaria","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","76.20"
"2002M01","CZ","Czechia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","76.69"
"2002M01","CZ","Czechia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","77.51"
"2002M01","DK","Denmark","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","92.43"
"2002M01","DK","Denmark","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","93.59"
"2002M01","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.63"
"2002M01","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","97.26"
"2002M01","EE","Estonia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","81.22"
"2002M01","EE","Estonia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","84.06"
"2002M01","IE","Ireland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","87.02"
"2002M01","IE","Ireland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.54"
"2002M01","EL","Greece","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","85.87"
"2002M01","EL","Greece","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.89"
"2002M01","ES","Spain","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","86.53"
"2002M01","ES","Spain","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.68"
"2002M01","FR","France","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.19"
"2002M01","FR","France","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","94.42"
"2002M01","HR","Croatia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.95"
"2002M01","HR","Croatia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.71"
"2002M01","IT","Italy","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","90.70"
"2002M01","IT","Italy","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.18"
"2002M01","CY","Cyprus","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.91"
"2002M01","CY","Cyprus","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","90.23"
"2002M01","LV","Latvia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.62"
"2002M01","LV","Latvia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","92.28"
"2002M01","LT","Lithuania","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","84.47"
"2002M01","LT","Lithuania","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","88.60"
"2002M01","LU","Luxembourg","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.23"
"2002M01","LU","Luxembourg","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","88.78"
"2002M01","HU","Hungary","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","84.09"
"2002M01","HU","Hungary","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","85.28"
"2002M01","MT","Malta","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.92"
"2002M01","MT","Malta","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.18"
"2002M01","NL","Netherlands","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","96.03"
"2002M01","NL","Netherlands","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.95"
"2002M01","AT","Austria","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","97.49"
"2002M01","AT","Austria","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","98.62"
"2002M01","PL","Poland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","103.47"
"2002M01","PL","Poland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","105.59"
"2002M01","PT","Portugal","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","93.69"
"2002M01","PT","Portugal","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","94.52"
"2002M01","RO","Romania","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","84.33"
"2002M01","RO","Romania","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","85.04"
"2002M01","SI","Slovenia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","94.49"
"2002M01","SI","Slovenia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.73"
"2002M01","SK","Slovakia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","60.83"
"2002M01","SK","Slovakia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","61.54"
"2002M01","FI","Finland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.50"
"2002M01","FI","Finland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","99.18"
"2002M01","SE","Sweden","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.08"
"2002M01","SE","Sweden","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.25"
"2002M01","UK","United Kingdom","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","125.37"
"2002M01","UK","United Kingdom","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","126.96"
"2002M01","NO","Norway","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","90.38"
"2002M01","NO","Norway","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.23"
"2002M01","CH","Switzerland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","94.03"
"2002M01","CH","Switzerland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","95.08"
"2002M01","TR","Turkey","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","73.26"
"2002M01","TR","Turkey","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","75.17"
"2002M01","US","United States","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","128.92"
"2002M01","US","United States","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","130.14"
"2002M01","JP","Japan","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","99.20"
"2002M01","JP","Japan","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","100.24"
"2002M01","AU","Australia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","67.37"
"2002M01","AU","Australia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","68.54"
"2002M01","BR","Brazil","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","64.13"
"2002M01","BR","Brazil","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","65.29"
"2002M01","CA","Canada","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","68.65"
"2002M01","CA","Canada","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","69.30"
"2002M01","CN","China including Hong Kong","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","98.25"
"2002M01","CN","China including Hong Kong","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","97.94"
"2002M01","HK","Hong Kong","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","135.76"
"2002M01","HK","Hong Kong","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","138.17"
"2002M01","KR","South Korea","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","100.92"
"2002M01","KR","South Korea","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","103.13"
"2002M01","MX","Mexico","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","123.55"
"2002M01","MX","Mexico","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","125.09"
"2002M01","NZ","New Zealand","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","75.32"
"2002M01","NZ","New Zealand","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","75.76"
"2002M01","RU","Russia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","68.88"
"2002M01","RU","Russia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","69.08"
"2002M02","EA19","Euro area (19 countries)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","84.49"
"2002M02","EA19","Euro area (19 countries)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.45"
"2002M02","EU28","European Union (current composition)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","85.96"
"2002M02","EU28","European Union (current composition)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","90.65"
"2002M02","BE","Belgium","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","92.14"
"2002M02","BE","Belgium","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","93.05"
"2002M02","BG","Bulgaria","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","75.44"
"2002M02","BG","Bulgaria","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","77.06"
"2002M02","CZ","Czechia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","77.00"
"2002M02","CZ","Czechia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","77.77"
"2002M02","DK","Denmark","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","92.40"
"2002M02","DK","Denmark","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","93.49"
"2002M02","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","95.33"
"2002M02","DE","Germany (until 1990 former territory of the FRG)","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","96.90"
"2002M02","EE","Estonia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","81.16"
"2002M02","EE","Estonia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","83.87"
"2002M02","IE","Ireland","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","86.82"
"2002M02","IE","Ireland","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.30"
"2002M02","EL","Greece","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","84.25"
"2002M02","EL","Greece","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","86.13"
"2002M02","ES","Spain","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","86.12"
"2002M02","ES","Spain","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","87.24"
"2002M02","FR","France","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","92.64"
"2002M02","FR","France","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","93.82"
"2002M02","HR","Croatia","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.20"
"2002M02","HR","Croatia","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.88"
"2002M02","IT","Italy","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","89.83"
"2002M02","IT","Italy","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","91.24"
"2002M02","CY","Cyprus","I10","Index, 2010=100","REER37CPI","Real Effective Exchange Rate (deflator: consumer price indices - 37 trading partners)","88.16"
"2002M02","CY","Cyprus","I10","Index, 2010=100","REER42CPI","Real Effective Exchange Rate (deflator: consumer price indices - 42 trading partners)","89.33"
