"TIME","GEO","GEO_LABEL","INDIC","INDIC_LABEL","S_ADJ","S_ADJ_LABEL","Value"
"2016M02","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.2"
"2016M03","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.2"
"2016M04","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.3"
"2016M05","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.3"
"2016M06","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.3"
"2016M07","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.4"
"2016M08","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.2"
"2016M09","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.4"
"2016M10","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.5"
"2016M11","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.4"
"2016M12","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.6"
"2017M01","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.7"
"2017M02","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.8"
"2017M03","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","0.8"
"2017M04","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.0"
"2017M05","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.0"
"2017M06","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.2"
"2017M07","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.2"
"2017M08","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.1"
"2017M09","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.4"
"2017M10","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.5"
"2017M11","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.5"
"2017M12","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.6"
"2018M01","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.6"
"2018M02","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.6"
"2018M03","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.4"
"2018M04","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.4"
"2018M05","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.4"
"2018M06","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.4"
"2018M07","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.3"
"2018M08","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.2"
"2018M09","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.2"
"2018M10","EA19","Euro area (19 countries)","BS-BCI","Business Climate Indicator","SA","Seasonally adjusted data, not calendar adjusted data","1.0"
